id,id_set,first_name,last_name,cd_country,cd_state_assoc,age,cd_player_role,cd_batting_style,cd_bowling_style,in_cap,in_overseas,cd_team,am_base_rupees,am_base_dollar,dc_category,dc_status
177,UAL2,Swapnil,Singh,IND,CAU,34,ALL,RHB,LEFT ARM Orthodox,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
178,UAL2,Sanvir,Singh,IND,PCA,28,ALL,RHB,RIGHT ARM Fast,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
179,UWK2,Avanish,Aravelly,IND,HYCA,19,WK,LHB,RIGHT ARM Off Spin,0,0,NONE,3000000,36057.69,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
180,UWK2,Vansh,Bedi,IND,DDCA,22,WK,RHB,,0,0,NONE,3000000,36057.69,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
181,UWK2,Saurav,Chauhan,IND,GUCA,24,WK,LHB,RIGHT ARM Off Spin,0,0,NONE,3000000,36057.69,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
182,UWK2,Harvik,Desai,IND,SCA,25,WK,RHB,,0,0,NONE,3000000,36057.69,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
183,UWK2,Tom,Kohler-Cadmore,ENG,OVS,30,WK,RHB,,0,1,NONE,5000000,60096.15,Uncapped Overseas Wicket Keeper - Platinum,To Be Auctioned
184,UWK2,Kunal,Rathore,IND,RCA,22,WK,LHB,RIGHT ARM Off Spin,0,0,NONE,3000000,36057.69,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
185,UWK2,B.R,Sharath,IND,KSCA,28,WK,RHB,,0,0,NONE,3000000,36057.69,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
186,UFA2,Gurnoor Singh,Brar,IND,PCA,24,BWL,LHB,RIGHT ARM Fast,0,0,NONE,3000000,36057.69,Uncapped Indian Bowler - Platinum,To Be Auctioned
187,UFA2,Mukesh,Choudhary,IND,MACA,28,BWL,LHB,LEFT ARM Fast,0,0,NONE,3000000,36057.69,Uncapped Indian Bowler - Platinum,To Be Auctioned
188,UFA2,Sakib,Hussain,IND,BICA,20,BWL,RHB,RIGHT ARM Fast Medium,0,0,NONE,3000000,36057.69,Uncapped Indian Bowler - Platinum,To Be Auctioned
189,UFA2,Vidwath,Kaverappa,IND,KSCA,26,BWL,RHB,RIGHT ARM Fast Medium,0,0,NONE,3000000,36057.69,Uncapped Indian Bowler - Platinum,To Be Auctioned
190,UFA2,Rajan,Kumar,IND,CAU,28,BWL,LHB,LEFT ARM Fast,0,0,NONE,3000000,36057.69,Uncapped Indian Bowler - Platinum,To Be Auctioned
191,UFA2,Sushant,Mishra,IND,JSCA,24,BWL,LHB,LEFT ARM Fast,0,0,NONE,3000000,36057.69,Uncapped Indian Bowler - Platinum,To Be Auctioned
192,UFA2,Arjun,Tendulkar,IND,GCA,25,BWL,LHB,LEFT ARM Fast Medium,0,0,NONE,3000000,36057.69,Uncapped Indian Bowler - Platinum,To Be Auctioned
193,USP2,Zeeshan,Ansari,IND,UPCA,25,BWL,RHB,RIGHT ARM Leg Spin,0,0,NONE,3000000,36057.69,Uncapped Indian Bowler - Platinum,To Be Auctioned
194,USP2,Prince,Choudhary,IND,DDCA,25,BWL,RHB,RIGHT ARM Leg Spin,0,0,NONE,3000000,36057.69,Uncapped Indian Bowler - Platinum,To Be Auctioned
195,USP2,Himanshu,Sharma,IND,RCA,26,BWL,RHB,RIGHT ARM Leg Spin,0,0,NONE,3000000,36057.69,Uncapped Indian Bowler - Platinum,To Be Auctioned
196,USP2,M.,Siddharth,IND,TNCA,26,BWL,RHB,LEFT ARM Orthodox,0,0,NONE,3000000,36057.69,Uncapped Indian Bowler - Platinum,To Be Auctioned
197,USP2,Digvesh,Singh,IND,DDCA,25,BWL,RHB,RIGHT ARM Leg Spin,0,0,NONE,3000000,36057.69,Uncapped Indian Bowler - Platinum,To Be Auctioned
198,USP2,Prashant,Solanki,IND,MACA,25,BWL,RHB,RIGHT ARM Leg Spin,0,0,NONE,3000000,36057.69,Uncapped Indian Bowler - Platinum,To Be Auctioned
199,USP2,Jhathavedh,Subramanyan,IND,TNCA,25,BWL,RHB,RIGHT ARM Leg Spin,0,0,NONE,3000000,36057.69,Uncapped Indian Bowler - Platinum,To Be Auctioned
200,BA3,Finn,Allen,NZ,OVS,25,BAT,RHB,,1,1,NONE,20000000,240384.62,Capped Overseas Batter - Diamond,To Be Auctioned
201,BA3,Dewald,Brevis,SA,OVS,21,BAT,RHB,RIGHT ARM Leg Spin,1,1,NONE,7500000,90144.23,Capped Overseas Batter - Silver,To Be Auctioned
202,BA3,Ben,Duckett,ENG,OVS,30,BAT,LHB,,1,1,NONE,20000000,240384.62,Capped Overseas Batter - Diamond,To Be Auctioned
203,BA3,Manish,Pandey,IND,KSCA,35,BAT,RHB,,1,0,NONE,7500000,90144.23,Capped Indian Batter - Silver,To Be Auctioned
204,BA3,Rilee,Rossouw,SA,OVS,35,BAT,LHB,,1,1,NONE,20000000,240384.62,Capped Overseas Batter - Diamond,To Be Auctioned
205,BA3,Sherfane,Rutherford,WI,OVS,26,BAT,LHB,RIGHT ARM Fast Medium,1,1,NONE,15000000,180288.46,Capped Overseas Batter - Diamond,To Be Auctioned
206,BA3,Ashton,Turner,AUS,OVS,32,BAT,RHB,RIGHT ARM Off Spin,1,1,NONE,10000000,120192.31,Capped Overseas Batter - Gold,To Be Auctioned
207,BA3,James,Vince,ENG,OVS,34,BAT,RHB,,1,1,NONE,20000000,240384.62,Capped Overseas Batter - Diamond,To Be Auctioned
208,AL3,Shahbaz,Ahamad,IND,CAB,30,ALL,LHB,LEFT ARM Orthodox,1,0,NONE,10000000,120192.31,Capped Indian All Rounder - Gold,To Be Auctioned
209,AL3,Moeen,Ali,ENG,OVS,37,ALL,LHB,RIGHT ARM Off Spin,1,1,NONE,20000000,240384.62,Capped Overseas All Rounder - Diamond,To Be Auctioned
210,AL3,Tim,David,AUS,OVS,29,ALL,RHB,RIGHT ARM Off Spin,1,1,NONE,20000000,240384.62,Capped Overseas All Rounder - Diamond,To Be Auctioned
211,AL3,Deepak,Hooda,IND,RCA,29,ALL,RHB,RIGHT ARM Off Spin,1,0,NONE,7500000,90144.23,Capped Indian All Rounder - Silver,To Be Auctioned
212,AL3,Will,Jacks,ENG,OVS,26,ALL,RHB,RIGHT ARM Off Spin,1,1,NONE,20000000,240384.62,Capped Overseas All Rounder - Diamond,To Be Auctioned
213,AL3,Azmatullah,Omarzai,AFG,OVS,25,ALL,RHB,RIGHT ARM Fast Medium,1,1,NONE,15000000,180288.46,Capped Overseas All Rounder - Diamond,To Be Auctioned
214,AL3,R.,Sai Kishore,IND,TNCA,28,ALL,LHB,LEFT ARM Leg Spin,1,0,NONE,7500000,90144.23,Capped Indian All Rounder - Silver,To Be Auctioned
215,AL3,Romario,Shepherd,WI,OVS,30,ALL,RHB,RIGHT ARM Fast,1,1,NONE,15000000,180288.46,Capped Overseas All Rounder - Diamond,To Be Auctioned
216,WK3,Tom,Banton,ENG,OVS,26,WK,RHB,RIGHT ARM Off Spin,1,1,NONE,20000000,240384.62,Capped Overseas Wicket Keeper - Diamond,To Be Auctioned
217,WK3,Sam,Billings,ENG,OVS,33,WK,RHB,,1,1,NONE,15000000,180288.46,Capped Overseas Wicket Keeper - Diamond,To Be Auctioned
218,WK3,Jordan,Cox,ENG,OVS,24,WK,RHB,,1,1,NONE,12500000,150240.38,Capped Overseas Wicket Keeper - Gold,To Be Auctioned
219,WK3,Ben,McDermott,AUS,OVS,30,WK,RHB,RIGHT ARM Off Spin,1,1,NONE,7500000,90144.23,Capped Overseas Wicket Keeper - Silver,To Be Auctioned
220,WK3,Kusal,Mendis,SL,OVS,30,WK,RHB,RIGHT ARM Leg Spin,1,1,NONE,7500000,90144.23,Capped Overseas Wicket Keeper - Silver,To Be Auctioned
221,WK3,Kusal,Perera,SL,OVS,34,WK,LHB,,1,1,NONE,7500000,90144.23,Capped Overseas Wicket Keeper - Silver,To Be Auctioned
222,WK3,Josh,Philippe,AUS,OVS,27,WK,RHB,,1,1,NONE,7500000,90144.23,Capped Overseas Wicket Keeper - Silver,To Be Auctioned
223,WK3,Tim,Seifert,NZ,OVS,30,WK,RHB,,1,1,NONE,12500000,150240.38,Capped Overseas Wicket Keeper - Gold,To Be Auctioned
224,FA3,Nandre,Burger,SA,OVS,29,BWL,LHB,LEFT ARM Fast,1,1,NONE,12500000,150240.38,Capped Overseas Bowler - Gold,To Be Auctioned
225,FA3,Spencer,Johnson,AUS,OVS,29,BWL,LHB,LEFT ARM Fast,1,1,NONE,20000000,240384.62,Capped Overseas Bowler - Diamond,To Be Auctioned
226,FA3,Umran,Malik,IND,JKCA,25,BWL,RHB,RIGHT ARM Fast,1,0,NONE,7500000,90144.23,Capped Indian Bowler - Silver,To Be Auctioned
227,FA3,Mustafizur,Rahman,BAN,OVS,29,BWL,LHB,LEFT ARM Fast,1,1,NONE,20000000,240384.62,Capped Overseas Bowler - Diamond,To Be Auctioned
228,FA3,Ishant,Sharma,IND,DDCA,36,BWL,RHB,RIGHT ARM Fast,1,0,NONE,7500000,90144.23,Capped Indian Bowler - Silver,To Be Auctioned
229,FA3,Nuwan,Thushara,SL,OVS,30,BWL,RHB,RIGHT ARM Fast,1,1,NONE,7500000,90144.23,Capped Overseas Bowler - Silver,To Be Auctioned
230,FA3,Naveen,Ul Haq,AFG,OVS,25,BWL,RHB,RIGHT ARM Medium,1,1,NONE,20000000,240384.62,Capped Overseas Bowler - Diamond,To Be Auctioned
231,FA3,Jaydev,Unadkat,IND,SCA,33,BWL,RHB,LEFT ARM Fast Medium,1,0,NONE,10000000,120192.31,Capped Indian Bowler - Gold,To Be Auctioned
232,FA3,Umesh,Yadav,IND,VCA,37,BWL,RHB,RIGHT ARM Fast Medium,1,0,NONE,20000000,240384.62,Capped Indian Bowler - Diamond,To Be Auctioned
233,SP3,Rishad,Hossain,BAN,OVS,22,BWL,RHB,RIGHT ARM Leg Spin,1,1,NONE,7500000,90144.23,Capped Overseas Bowler - Silver,To Be Auctioned
234,SP3,Zahir Khan,Pakten,AFG,OVS,26,BWL,LHB,LEFT ARM Leg Spin,1,1,NONE,7500000,90144.23,Capped Overseas Bowler - Silver,To Be Auctioned
235,SP3,Nqabayomzi,Peter,SA,OVS,23,BWL,RHB,RIGHT ARM Leg Spin,1,1,NONE,7500000,90144.23,Capped Overseas Bowler - Silver,To Be Auctioned
236,SP3,Tanveer,Sangha,AUS,OVS,23,BWL,RHB,RIGHT ARM Leg Spin,1,1,NONE,7500000,90144.23,Capped Overseas Bowler - Silver,To Be Auctioned
237,SP3,Tabraiz,Shamsi,SA,OVS,35,BWL,RHB,LEFT ARM Leg Spin,1,1,NONE,20000000,240384.62,Capped Overseas Bowler - Diamond,To Be Auctioned
238,SP3,Jeffery,Vandersay,SL,OVS,35,BWL,RHB,RIGHT ARM Leg Spin,1,1,NONE,7500000,90144.23,Capped Overseas Bowler - Silver,To Be Auctioned
239,UBA3,Sachin,Baby,IND,KCA,36,BAT,LHB,RIGHT ARM Off Spin,0,0,NONE,3000000,36057.69,Uncapped Indian Batter - Platinum,To Be Auctioned
240,UBA3,Priyam,Garg,IND,UPCA,24,BAT,RHB,,0,0,NONE,3000000,36057.69,Uncapped Indian Batter - Platinum,To Be Auctioned
241,UBA3,Harnoor,Pannu,IND,PCA,22,BAT,LHB,RIGHT ARM Leg Spin,0,0,NONE,3000000,36057.69,Uncapped Indian Batter - Platinum,To Be Auctioned
242,UBA3,Smaran,Ravichandran,IND,KSCA,21,BAT,LHB,RIGHT ARM Off Spin,0,0,NONE,3000000,36057.69,Uncapped Indian Batter - Platinum,To Be Auctioned
243,UBA3,Shashwat,Rawat,IND,BCA,24,BAT,RHB,RIGHT ARM Medium,0,0,NONE,3000000,36057.69,Uncapped Indian Batter - Platinum,To Be Auctioned
244,UBA3,Andre,Siddarth,IND,TNCA,18,BAT,RHB,,0,0,NONE,3000000,36057.69,Uncapped Indian Batter - Platinum,To Be Auctioned
245,UBA3,Avneesh,Sudha,IND,CAU,23,BAT,RHB,RIGHT ARM Off Spin,0,0,NONE,5000000,60096.15,Uncapped Indian Batter - Platinum,To Be Auctioned
246,UBA3,Apoorv,Wankhade,IND,VCA,33,BAT,RHB,,0,0,NONE,5000000,60096.15,Uncapped Indian Batter - Platinum,To Be Auctioned
247,UAL3,Yudhvir,Charak,IND,JKCA,27,ALL,RHB,RIGHT ARM Fast Medium,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
248,UAL3,Rishi,Dhawan,IND,HPCA,35,ALL,RHB,RIGHT ARM Fast Medium,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
249,UAL3,Rajvardhan,Hangargekar,IND,MACA,22,ALL,RHB,RIGHT ARM Fast Medium,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
250,UAL3,Tanush,Kotian,IND,MCA,26,ALL,RHB,RIGHT ARM Off Spin,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
251,UAL3,Arshin,Kulkarni,IND,MACA,20,ALL,RHB,RIGHT ARM Fast Medium,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
252,UAL3,Shams,Mulani,IND,MCA,28,ALL,LHB,LEFT ARM Orthodox,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
253,UAL3,Shivam,Singh,IND,TNCA,29,ALL,RHB,RIGHT ARM Off Spin,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
254,UAL3,Lalit,Yadav,IND,DDCA,28,ALL,RHB,RIGHT ARM Off Spin,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
255,UWK3,Mohammed,Azharuddeen,IND,KCA,31,WK,RHB,,0,0,NONE,5000000,60096.15,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
256,UWK3,L.R,Chethan,IND,KSCA,24,WK,RHB,RIGHT ARM Off Spin,0,0,NONE,5000000,60096.15,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
257,UWK3,Aryaman Singh,Dhaliwal,IND,PCA,22,WK,RHB,LEFT ARM Orthodox,0,0,NONE,5000000,60096.15,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
258,UWK3,Urvil,Patel,IND,GUCA,26,WK,RHB,,0,0,NONE,5000000,60096.15,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
259,UWK3,Sanskar,Rawat,IND,CAU,19,WK,LHB,,0,0,NONE,5000000,60096.15,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
260,UWK3,Bipin,Saurabh,IND,BICA,25,WK,RHB,RIGHT ARM Off Spin,0,0,NONE,5000000,60096.15,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
261,UWK3,Tanay,Thyagarajann,IND,HYCA,29,WK,LHB,LEFT ARM Orthodox,0,0,NONE,5000000,60096.15,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
262,UFA3,Money,Grewal,IND,DDCA,24,BWL,RHB,RIGHT ARM Fast,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
263,UFA3,Ashwani,Kumar,IND,PCA,23,BWL,LHB,LEFT ARM Fast,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
264,UFA3,Ishan,Porel,IND,CAB,26,BWL,RHB,RIGHT ARM Fast Medium,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
265,UFA3,Abhilash,Shetty,IND,KSCA,26,BWL,LHB,LEFT ARM Fast Medium,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
266,UFA3,Akash,Singh,IND,BCA,22,BWL,RHB,LEFT ARM Fast,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
267,UFA3,Gurjapneet,Singh,IND,TNCA,26,BWL,RHB,LEFT ARM Fast Medium,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
268,UFA3,Basil,Thampi,IND,KCA,31,BWL,RHB,RIGHT ARM Fast,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
269,USP3,Murugan,Ashwin,IND,JKCA,34,BWL,RHB,RIGHT ARM Leg Spin,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
270,USP3,Shreyas,Chavan,IND,MACA,21,BWL,LHB,RIGHT ARM Leg Spin,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
271,USP3,Chintal,Gandhi,IND,BCA,30,BWL,LHB,RIGHT ARM Leg Spin,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
272,USP3,Raghav,Goyal,IND,HCA,23,BWL,LHB,LEFT ARM Leg Spin,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
273,USP3,Jagadeesha,Suchith,IND,NCA,31,BWL,LHB,LEFT ARM Orthodox,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
274,USP3,Roshan,Waghsare,IND,MACA,21,BWL,RHB,LEFT ARM Leg Spin,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
275,USP3,Bailapudi,Yeswanth,IND,ACA,20,BWL,RHB,RIGHT ARM Leg Spin,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
276,BA4,Sediqullah,Atal,AFG,OVS,23,BAT,LHB,,1,1,NONE,5000000,60096.15,Uncapped Overseas Batter - Platinum,To Be Auctioned
277,BA4,Matthew,Breetzke,SA,OVS,26,BAT,RHB,,1,1,NONE,7500000,90144.23,Uncapped Overseas Batter - Silver,To Be Auctioned
278,BA4,Mark,Chapman,NZ,OVS,30,BAT,LHB,LEFT ARM Orthodox,1,1,NONE,7500000,90144.23,Capped Overseas Batter - Silver,To Be Auctioned
279,BA4,Brandon,King,WI,OVS,30,BAT,RHB,RIGHT ARM Off Spin,1,1,NONE,7500000,90144.23,Capped Overseas Batter - Silver,To Be Auctioned
280,BA4,Evin,Lewis,WI,OVS,33,BAT,LHB,,1,1,NONE,7500000,90144.23,Capped Overseas Batter - Silver,To Be Auctioned
281,BA4,Pathum,Nissanka,SL,OVS,26,BAT,RHB,RIGHT ARM Off Spin,1,1,NONE,7500000,90144.23,Capped Overseas Batter - Silver,To Be Auctioned
282,BA4,Bhanuka,Rajapaksa,SL,OVS,33,BAT,LHB,,1,1,NONE,7500000,90144.23,Capped Overseas Batter - Silver,To Be Auctioned
283,BA4,Steve,Smith,AUS,OVS,35,BAT,RHB,,1,1,NONE,10000000,120192.31,Capped Overseas Batter - Gold,To Be Auctioned
284,AL4,Gus,Atkinson,ENG,OVS,27,ALL,RHB,RIGHT ARM Fast,1,1,NONE,20000000,240384.62,Capped Overseas All Rounder - Diamond,To Be Auctioned
285,AL4,Tom,Curran,ENG,OVS,30,ALL,RHB,RIGHT ARM Fast Medium,1,1,NONE,20000000,240384.62,Capped Overseas All Rounder - Diamond,To Be Auctioned
286,AL4,Krishnappa,Gowtham,IND,KSCA,36,ALL,RHB,RIGHT ARM Off Spin,1,0,NONE,10000000,120192.31,Capped Indian All Rounder - Gold,To Be Auctioned
287,AL4,Mohammad,Nabi,AFG,OVS,40,ALL,RHB,RIGHT ARM Off Spin,1,1,NONE,15000000,180288.46,Capped Overseas All Rounder - Diamond,To Be Auctioned
288,AL4,Gulbadin,Naib,AFG,OVS,33,ALL,RHB,RIGHT ARM Fast Medium,1,1,NONE,10000000,120192.31,Capped Overseas All Rounder - Gold,To Be Auctioned
289,AL4,Sikandar,Raza,ZIM,OVS,38,ALL,RHB,RIGHT ARM Off Spin,1,1,NONE,12500000,150240.38,Capped Overseas All Rounder - Gold,To Be Auctioned
290,AL4,Mitchell,Santner,NZ,OVS,33,ALL,LHB,LEFT ARM Orthodox,1,1,NONE,20000000,240384.62,Capped Overseas All Rounder - Diamond,To Be Auctioned
291,AL4,Jayant,Yadav,IND,HCA,35,ALL,RHB,RIGHT ARM Off Spin,1,0,NONE,7500000,90144.23,Capped Indian All Rounder - Silver,To Be Auctioned
292,WK4,Johnson,Charles,WI,OVS,36,WK,RHB,RIGHT ARM Off Spin,1,1,NONE,7500000,90144.23,Capped Overseas Wicket Keeper - Silver,To Be Auctioned
293,WK4,Litton,Das,BAN,OVS,30,WK,RHB,RIGHT ARM Off Spin,1,1,NONE,7500000,90144.23,Capped Overseas Wicket Keeper - Silver,To Be Auctioned
294,WK4,Andre,Fletcher,WI,OVS,37,WK,RHB,RIGHT ARM Leg Spin,1,1,NONE,7500000,90144.23,Capped Overseas Wicket Keeper - Silver,To Be Auctioned
295,WK4,Tom,Latham,NZ,OVS,33,WK,LHB,,1,1,NONE,7500000,90144.23,Capped Overseas Wicket Keeper - Silver,To Be Auctioned
296,WK4,Ollie,Pope,ENG,OVS,27,WK,RHB,,1,1,NONE,7500000,90144.23,Capped Overseas Wicket Keeper - Silver,To Be Auctioned
297,WK4,Kyle,Verreynne,SA,OVS,27,WK,RHB,,1,1,NONE,7500000,90144.23,Capped Overseas Wicket Keeper - Silver,To Be Auctioned
298,FA4,Fazalhaq,Farooqi,AFG,OVS,24,BWL,RHB,LEFT ARM Fast Medium,1,1,NONE,20000000,240384.62,Capped Overseas Bowler - Diamond,To Be Auctioned
299,FA4,Richard,Gleeson,ENG,OVS,37,BWL,RHB,RIGHT ARM Fast,1,1,NONE,7500000,90144.23,Capped Overseas Bowler - Silver,To Be Auctioned
300,FA4,Matt,Henry,NZ,OVS,33,BWL,RHB,RIGHT ARM Fast Medium,1,1,NONE,20000000,240384.62,Capped Overseas Bowler - Diamond,To Be Auctioned
301,FA4,Alzarri,Joseph,WI,OVS,28,BWL,RHB,RIGHT ARM Fast,1,1,NONE,20000000,240384.62,Capped Overseas Bowler - Diamond,To Be Auctioned
302,FA4,Kwena,Maphaka,SA,OVS,18,BWL,LHB,LEFT ARM Fast,1,1,NONE,7500000,90144.23,Capped Overseas Bowler - Silver,To Be Auctioned
303,FA4,Kuldeep,Sen,IND,MPCA,28,BWL,RHB,RIGHT ARM Fast,1,0,NONE,7500000,90144.23,Capped Indian Bowler - Silver,To Be Auctioned
304,FA4,Reece,Topley,ENG,OVS,31,BWL,RHB,LEFT ARM Fast,1,1,NONE,7500000,90144.23,Capped Overseas Bowler - Silver,To Be Auctioned
305,FA4,Lizaad,Williams,SA,OVS,31,BWL,LHB,RIGHT ARM Fast,1,1,NONE,7500000,90144.23,Capped Overseas Bowler - Silver,To Be Auctioned
306,FA4,Luke,Wood,ENG,OVS,29,BWL,LHB,LEFT ARM Fast,1,1,NONE,7500000,90144.23,Capped Overseas Bowler - Silver,To Be Auctioned
307,UBA4,Sachin,Dhas,IND,MACA,20,BAT,RHB,RIGHT ARM Off Spin,0,0,NONE,5000000,60096.15,Uncapped Indian Batter - Platinum,To Be Auctioned
308,UBA4,Leus,Du Plooy,ENG,OVS,30,BAT,LHB,,0,1,NONE,5000000,60096.15,Uncapped Overseas Batter - Platinum,To Be Auctioned
309,UBA4,Ashwin,Hebbar,IND,ACA,29,BAT,RHB,RIGHT ARM Medium,0,0,NONE,5000000,60096.15,Uncapped Indian Batter - Platinum,To Be Auctioned
310,UBA4,Rohan,Kunnummal,IND,KCA,26,BAT,RHB,RIGHT ARM Off Spin,0,0,NONE,5000000,60096.15,Uncapped Indian Batter - Platinum,To Be Auctioned
311,UBA4,Ayush,Pandey,IND,CSCSCA,21,BAT,LHB,RIGHT ARM Off Spin,0,0,NONE,5000000,60096.15,Uncapped Indian Batter - Platinum,To Be Auctioned
312,UBA4,Akshat,Raghuwanshi,IND,MPCA,21,BAT,RHB,,0,0,NONE,5000000,60096.15,Uncapped Indian Batter - Platinum,To Be Auctioned
313,UBA4,Shoun,Roger,IND,KCA,22,BAT,RHB,RIGHT ARM Off Spin,0,0,NONE,5000000,60096.15,Uncapped Indian Batter - Platinum,To Be Auctioned
314,UBA4,Virat,Singh,IND,JSCA,27,BAT,LHB,RIGHT ARM Off Spin,0,0,NONE,5000000,60096.15,Uncapped Indian Batter - Platinum,To Be Auctioned
315,UAL4,Priyansh,Arya,IND,DDCA,23,ALL,LHB,RIGHT ARM Off Spin,0,0,NONE,5000000,60096.15,Uncapped Indian All Rounder - Platinum,To Be Auctioned
316,UAL4,Manoj,Bhandage,IND,KSCA,26,ALL,LHB,RIGHT ARM Fast Medium,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
317,UAL4,Pravin,Dubey,IND,KSCA,31,ALL,RHB,RIGHT ARM Leg Spin,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
318,UAL4,Ajay,Mandal,IND,CSCSCA,29,ALL,LHB,LEFT ARM Leg Spin,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
319,UAL4,Prerak,Mankad,IND,SCA,30,ALL,RHB,RIGHT ARM Medium,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
320,UAL4,Vipraj,Nigam,IND,UPCA,20,ALL,RHB,RIGHT ARM Leg Spin,0,0,NONE,5000000,60096.15,Uncapped Indian All Rounder - Platinum,To Be Auctioned
321,UAL4,Vicky,Ostwal,IND,MACA,22,ALL,RHB,LEFT ARM Orthodox,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
322,UAL4,Shivalik,Sharma,IND,BCA,26,ALL,LHB,RIGHT ARM Leg Spin,0,0,NONE,3000000,36057.69,Uncapped Indian All Rounder - Platinum,To Be Auctioned
323,UWK4,Salil,Arora,IND,PCA,22,WK,RHB,,0,0,NONE,5000000,60096.15,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
324,UWK4,Dinesh,Bana,IND,HCA,20,WK,RHB,,0,0,NONE,5000000,60096.15,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
325,UWK4,Ajitesh,Guruswamy,IND,TNCA,22,WK,RHB,,0,0,NONE,5000000,60096.15,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
326,UWK4,Narayan,Jagadeesan,IND,TNCA,29,WK,RHB,,0,0,NONE,5000000,60096.15,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
327,UWK4,Shrijith,Krishnan,IND,KSCA,28,WK,LHB,,0,0,NONE,5000000,60096.15,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
328,UWK4,Michael,Pepper,ENG,OVS,26,WK,RHB,,0,1,NONE,5000000,60096.15,Uncapped Overseas Wicket Keeper - Platinum,To Be Auctioned
329,UWK4,Vishnu,Solanki,IND,BCA,32,WK,RHB,,0,0,NONE,5000000,60096.15,Uncapped Indian Wicket Keeper - Platinum,To Be Auctioned
330,UFA4,K.M,Asif,IND,KCA,31,BWL,RHB,RIGHT ARM Fast,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
331,UFA4,Akhil,Chaudhary,IND,DDCA,22,BWL,RHB,RIGHT ARM Fast,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
332,UFA4,Himanshu,Chauhan,IND,DDCA,22,BWL,RHB,RIGHT ARM Fast,0,0,NONE,5000000,60096.15,Uncapped Indian Bowler - Platinum,To Be Auctioned
